rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
31,CSharp,CMWTAT_Digital_Edition,11506,1644,C#,https://github.com/TGSAN/CMWTAT_Digital_Edition,TGSAN,21,2023-02-06T22:24:51Z,"CloudMoe Windows 10/11 Activation Toolkit get digital license, the best open source Win 10/11 activator in GitHub. GitHub 上最棒的开源 Win10/Win11 数字权利（数字许可证）激活工具！"
32,CSharp,aspnetboilerplate,11123,3708,C#,https://github.com/aspnetboilerplate/aspnetboilerplate,aspnetboilerplate,206,2023-06-01T09:36:39Z,ASP.NET Boilerplate - Web Application Framework
33,CSharp,lively,11119,884,C#,https://github.com/rocksdanister/lively,rocksdanister,245,2023-06-11T04:06:43Z,Free and open-source software that allows users to set animated desktop wallpapers and screensavers powered by WinUI 3.
34,CSharp,AssetStudio,10966,2131,C#,https://github.com/Perfare/AssetStudio,Perfare,177,2022-12-08T15:37:37Z,"AssetStudio is a tool for exploring, extracting and exporting assets and assetbundles."
35,CSharp,UnityCsReference,10498,2329,C#,https://github.com/Unity-Technologies/UnityCsReference,Unity-Technologies,0,2023-06-13T05:44:19Z,Unity C# reference source code.
36,CSharp,mono,10443,3794,C#,https://github.com/mono/mono,mono,2124,2023-06-12T15:49:32Z,"Mono open source ECMA CLI, C# and .NET implementation."
37,CSharp,semantic-kernel,10118,1290,C#,https://github.com/microsoft/semantic-kernel,microsoft,99,2023-06-13T08:04:56Z,Integrate cutting-edge LLM technology quickly and easily into your apps
38,CSharp,Newtonsoft.Json,10061,3186,C#,https://github.com/JamesNK/Newtonsoft.Json,JamesNK,639,2023-05-26T13:53:51Z,Json.NET is a popular high-performance JSON framework for .NET
39,CSharp,abp,10030,3063,C#,https://github.com/abpframework/abp,abpframework,550,2023-06-13T07:49:35Z,"Open Source Web Application Framework for ASP.NET Core. Offers an opinionated architecture to build enterprise software solutions with best practices on top of the .NET and the ASP.NET Core platforms. Provides the fundamental infrastructure, production-ready startup templates, application modules, UI themes, tooling, guides and documentation."
40,CSharp,MediatR,9624,1075,C#,https://github.com/jbogard/MediatR,jbogard,14,2023-05-17T13:01:49Z,"Simple, unambitious mediator implementation in .NET"
41,CSharp,MonoGame,9552,2700,C#,https://github.com/MonoGame/MonoGame,MonoGame,712,2023-06-09T14:33:18Z,One framework for creating powerful cross-platform games.
42,CSharp,ArchiSteamFarm,9487,1007,C#,https://github.com/JustArchiNET/ArchiSteamFarm,JustArchiNET,0,2023-06-13T07:36:29Z,C# application with primary purpose of farming Steam cards from multiple accounts simultaneously.
43,CSharp,orleans,9328,1972,C#,https://github.com/dotnet/orleans,dotnet,478,2023-06-13T07:04:12Z,Cloud Native application framework for .NET
44,CSharp,CefSharp,9324,2869,C#,https://github.com/cefsharp/CefSharp,cefsharp,46,2023-06-09T21:33:20Z,.NET (WPF and Windows Forms) bindings for the Chromium Embedded Framework
45,CSharp,Jackett,9247,1073,C#,https://github.com/Jackett/Jackett,Jackett,192,2023-06-13T05:58:07Z,API Support for your favorite torrent trackers
46,CSharp,winsw,9232,1367,C#,https://github.com/winsw/winsw,winsw,159,2023-06-12T14:40:12Z,"A wrapper executable that can run any executable as a Windows service, in a permissive license."
47,CSharp,choco,9129,880,C#,https://github.com/chocolatey/choco,chocolatey,746,2023-06-13T08:40:53Z,Chocolatey - the package manager for Windows
48,CSharp,duplicati,8945,818,C#,https://github.com/duplicati/duplicati,duplicati,893,2023-06-06T03:40:33Z,Store securely encrypted backups in the cloud!
49,CSharp,eShopOnWeb,8890,4566,C#,https://github.com/dotnet-architecture/eShopOnWeb,dotnet-architecture,6,2023-06-08T14:58:40Z,"Sample ASP.NET Core 6.0 reference application, powered by Microsoft, demonstrating a layered application architecture with monolithic deployment model. Download the eBook PDF from docs folder."
50,CSharp,MahApps.Metro,8756,2430,C#,https://github.com/MahApps/MahApps.Metro,MahApps,72,2023-06-08T15:20:18Z,A framework that allows developers to cobble together a better UI for their own WPF applications with minimal effort.
51,CSharp,Locale-Emulator,8738,745,C#,https://github.com/xupefei/Locale-Emulator,xupefei,0,2022-04-15T09:55:46Z,Yet Another System Region and Language Simulator
52,CSharp,Captura,8563,1642,C#,https://github.com/MathewSachin/Captura,MathewSachin,109,2023-04-09T14:52:52Z,"Capture Screen, Audio, Cursor, Mouse Clicks and Keystrokes"
53,CSharp,modular-monolith-with-ddd,8540,1298,C#,https://github.com/kgrzybek/modular-monolith-with-ddd,kgrzybek,41,2023-01-23T06:54:13Z,Full Modular Monolith application with Domain-Driven Design approach.
54,CSharp,machinelearning,8455,1823,C#,https://github.com/dotnet/machinelearning,dotnet,794,2023-06-13T00:21:53Z,ML.NET is an open source and cross-platform machine learning framework for .NET.
55,CSharp,Terminal.Gui,8274,608,C#,https://github.com/gui-cs/Terminal.Gui,gui-cs,123,2023-06-12T21:14:39Z,Cross Platform Terminal UI toolkit for .NET
56,CSharp,FluentValidation,8181,1140,C#,https://github.com/FluentValidation/FluentValidation,FluentValidation,2,2023-06-03T10:15:40Z,A popular .NET validation library for building strongly-typed validation rules.
57,CSharp,nopCommerce,8162,4657,C#,https://github.com/nopSolutions/nopCommerce,nopSolutions,54,2023-06-12T13:01:03Z,ASP.NET Core eCommerce software. nopCommerce is a free and open-source shopping cart.
58,CSharp,WeiXinMPSDK,7876,4302,C#,https://github.com/JeffreySu/WeiXinMPSDK,JeffreySu,185,2023-06-13T03:47:01Z,微信全平台 SDK Senparc.Weixin for C#，支持 .NET Framework 及 .NET Core、.NET 6.0、.NET 7.0。已支持微信公众号、小程序、小游戏、微信支付、企业微信/企业号、开放平台、JSSDK、微信周边等全平台。 WeChat SDK for C#.
59,CSharp,Bili.Uwp,7812,507,C#,https://github.com/Richasy/Bili.Uwp,Richasy,151,2023-06-11T01:43:20Z,适用于新系统UI的哔哩
60,CSharp,ContextMenuManager,7743,445,C#,https://github.com/BluePointLilac/ContextMenuManager,BluePointLilac,67,2023-04-13T01:18:12Z,🖱️ 纯粹的Windows右键菜单管理程序
61,CSharp,Quasar,6876,2201,C#,https://github.com/quasar/Quasar,quasar,138,2023-03-12T16:28:35Z,Remote Administration Tool for Windows
62,CSharp,Bulk-Crap-Uninstaller,6845,397,C#,https://github.com/Klocman/Bulk-Crap-Uninstaller,Klocman,50,2023-06-09T16:23:31Z,Remove large amounts of unwanted applications quickly.
63,CSharp,QuestPDF,6808,375,C#,https://github.com/QuestPDF/QuestPDF,QuestPDF,141,2023-06-12T21:07:20Z,"QuestPDF is a modern open-source .NET library for PDF document generation. Offering comprehensive layout engine powered by concise and discoverable C# Fluent API. Easily generate PDF reports, invoices, exports, etc."
64,CSharp,Electron.NET,6768,688,C#,https://github.com/ElectronNET/Electron.NET,ElectronNET,46,2023-05-24T01:49:02Z,":electron: Build cross platform desktop apps with ASP.NET Core (Razor Pages, MVC, Blazor)."
65,CSharp,reverse-proxy,6680,663,C#,https://github.com/microsoft/reverse-proxy,microsoft,138,2023-06-12T23:54:23Z,A toolkit for developing high-performance HTTP reverse proxy applications.
66,CSharp,OrchardCore,6599,2159,C#,https://github.com/OrchardCMS/OrchardCore,OrchardCMS,1226,2023-06-12T22:01:03Z,"Orchard Core is an open-source modular and multi-tenant application framework built with ASP.NET Core, and a content management system (CMS) built on top of that framework."
67,CSharp,Dependencies,6528,568,C#,https://github.com/lucasg/Dependencies,lucasg,86,2023-05-05T16:57:27Z,"A rewrite of the old legacy software ""depends.exe"" in C# for Windows devs to troubleshoot dll load dependencies issues."
68,CSharp,AspNetCoreDiagnosticScenarios,6484,627,C#,https://github.com/davidfowl/AspNetCoreDiagnosticScenarios,davidfowl,23,2023-01-24T03:41:39Z,This repository has examples of broken patterns in ASP.NET Core applications
69,CSharp,UniRx,6479,844,C#,https://github.com/neuecc/UniRx,neuecc,189,2023-03-25T02:05:13Z,Reactive Extensions for Unity
70,CSharp,de4dot,6357,2577,C#,https://github.com/de4dot/de4dot,de4dot,0,2020-08-29T08:14:56Z,.NET deobfuscator and unpacker.
71,CSharp,wpf,6344,1063,C#,https://github.com/dotnet/wpf,dotnet,936,2023-06-13T02:31:00Z,WPF is a .NET Core UI framework for building Windows desktop applications.
72,CSharp,serilog,6331,745,C#,https://github.com/serilog/serilog,serilog,9,2023-06-13T05:18:19Z,Simple .NET logging with fully-structured events
73,CSharp,Entitas,6322,1077,C#,https://github.com/sschmid/Entitas,sschmid,122,2023-06-08T15:32:40Z,Entitas is a super fast Entity Component System (ECS) Framework specifically made for C# and Unity
74,CSharp,Playnite,6286,404,C#,https://github.com/JosefNemec/Playnite,JosefNemec,563,2023-06-12T11:40:50Z,"Video game library manager with support for wide range of 3rd party libraries and game emulation support, providing one unified interface for your games."
75,CSharp,clean-code-dotnet,6140,962,C#,https://github.com/thangchung/clean-code-dotnet,thangchung,15,2023-06-06T01:32:09Z,:bathtub:  Clean Code concepts and tools adapted for .NET 
76,CSharp,NSwag,5905,1121,C#,https://github.com/RicoSuter/NSwag,RicoSuter,1579,2023-06-02T15:19:51Z,"The Swagger/OpenAPI toolchain for .NET, ASP.NET Core and TypeScript. "
77,CSharp,NLog,5890,1355,C#,https://github.com/NLog/NLog,NLog,68,2023-06-13T06:07:55Z,NLog - Advanced and Structured Logging for Various .NET Platforms
78,CSharp,docker-lambda,5861,452,C#,https://github.com/lambci/docker-lambda,lambci,58,2023-01-15T21:14:40Z,Docker images and test runners that replicate the live AWS Lambda environment
79,CSharp,VFSForGit,5827,461,C#,https://github.com/microsoft/VFSForGit,microsoft,296,2023-02-13T14:16:15Z,Virtual File System for Git: Enable Git at Enterprise Scale
80,CSharp,MixedRealityToolkit-Unity,5788,2151,C#,https://github.com/microsoft/MixedRealityToolkit-Unity,microsoft,673,2023-06-12T20:53:42Z,Mixed Reality Toolkit (MRTK) provides a set of components and features to accelerate cross-platform MR app development in Unity.
81,CSharp,Playnite,6286,404,C#,https://github.com/JosefNemec/Playnite,JosefNemec,563,2023-06-12T11:40:50Z,"Video game library manager with support for wide range of 3rd party libraries and game emulation support, providing one unified interface for your games."
82,CSharp,clean-code-dotnet,6140,962,C#,https://github.com/thangchung/clean-code-dotnet,thangchung,15,2023-06-06T01:32:09Z,:bathtub:  Clean Code concepts and tools adapted for .NET 
83,CSharp,CAP,6036,1216,C#,https://github.com/dotnetcore/CAP,dotnetcore,7,2023-06-07T03:28:54Z,"Distributed transaction solution in micro-service base on eventually consistency, also an eventbus with Outbox pattern"
84,CSharp,reactive,6014,700,C#,https://github.com/dotnet/reactive,dotnet,103,2023-06-07T03:58:20Z,The Reactive Extensions for .NET
85,CSharp,EquinoxProject,5972,1534,C#,https://github.com/EduardoPires/EquinoxProject,EduardoPires,8,2023-05-04T07:09:02Z,"Full ASP.NET Core 6 application with DDD, CQRS and Event Sourcing concepts"
86,CSharp,NSwag,5905,1121,C#,https://github.com/RicoSuter/NSwag,RicoSuter,1579,2023-06-02T15:19:51Z,"The Swagger/OpenAPI toolchain for .NET, ASP.NET Core and TypeScript. "
87,CSharp,NLog,5890,1355,C#,https://github.com/NLog/NLog,NLog,68,2023-06-13T06:07:55Z,NLog - Advanced and Structured Logging for Various .NET Platforms
88,CSharp,docker-lambda,5861,452,C#,https://github.com/lambci/docker-lambda,lambci,58,2023-01-15T21:14:40Z,Docker images and test runners that replicate the live AWS Lambda environment
89,CSharp,VFSForGit,5827,461,C#,https://github.com/microsoft/VFSForGit,microsoft,296,2023-02-13T14:16:15Z,Virtual File System for Git: Enable Git at Enterprise Scale
90,CSharp,MixedRealityToolkit-Unity,5788,2151,C#,https://github.com/microsoft/MixedRealityToolkit-Unity,microsoft,673,2023-06-12T20:53:42Z,Mixed Reality Toolkit (MRTK) provides a set of components and features to accelerate cross-platform MR app development in Unity.
91,CSharp,quartznet,5730,1618,C#,https://github.com/quartznet/quartznet,quartznet,83,2023-06-12T17:17:25Z,Quartz Enterprise Scheduler .NET
92,CSharp,Mvc,5683,2182,C#,https://github.com/aspnet/Mvc,aspnet,0,2018-11-28T21:40:17Z,"[Archived] ASP.NET Core MVC is a model view controller framework for building dynamic web sites with clean separation of concerns, including the merged MVC, Web API, and Web Pages w/ Razor. Project moved to https://github.com/aspnet/AspNetCore"
93,CSharp,Prism,5674,1553,C#,https://github.com/PrismLibrary/Prism,PrismLibrary,13,2023-06-13T00:02:47Z,"Prism is a framework for building loosely coupled, maintainable, and testable XAML applications in WPF, Xamarin Forms, and Uno / Win UI Applications.."
94,CSharp,Windows-Auto-Night-Mode,5671,214,C#,https://github.com/AutoDarkMode/Windows-Auto-Night-Mode,AutoDarkMode,33,2023-06-10T16:49:36Z,Automatically switches between the dark and light theme of Windows 10 and Windows 11
95,CSharp,Unity3DTraining,5671,1677,C#,https://github.com/XINCGer/Unity3DTraining,XINCGer,3,2023-06-12T02:24:41Z,【Unity杂货铺】unity大杂烩~
96,CSharp,Xamarin.Forms,5655,1919,C#,https://github.com/xamarin/Xamarin.Forms,xamarin,2466,2023-06-12T16:47:35Z,Xamarin.Forms Official Home
97,CSharp,MassTransit,5586,1482,C#,https://github.com/MassTransit/MassTransit,MassTransit,2,2023-06-08T20:00:41Z,Distributed Application Framework for .NET
98,CSharp,StackExchange.Redis,5544,1460,C#,https://github.com/StackExchange/StackExchange.Redis,StackExchange,152,2023-05-23T18:59:23Z,General purpose redis client
99,CSharp,graphql-dotnet,5542,900,C#,https://github.com/graphql-dotnet/graphql-dotnet,graphql-dotnet,133,2023-06-10T00:02:08Z,GraphQL for .NET
100,CSharp,microsoft-ui-xaml,5538,625,C#,https://github.com/microsoft/microsoft-ui-xaml,microsoft,2964,2023-06-13T04:43:25Z,Windows UI Library: the latest Windows 10 native controls and Fluent styles for your applications
1,CPP,tensorflow,175485,88446,C++,https://github.com/tensorflow/tensorflow,tensorflow,1940,2023-06-13T08:41:09Z,An Open Source Machine Learning Framework for Everyone
2,CPP,electron,107739,14721,C++,https://github.com/electron/electron,electron,815,2023-06-13T06:58:42Z,":electron: Build cross-platform desktop apps with JavaScript, HTML, and CSS"
3,CPP,terminal,89149,7823,C++,https://github.com/microsoft/terminal,microsoft,1462,2023-06-12T22:18:24Z,"The new Windows Terminal and the original Windows console host, all in the same place!"
4,CPP,bitcoin,69932,34417,C++,https://github.com/bitcoin/bitcoin,bitcoin,343,2023-06-13T08:43:57Z,Bitcoin Core integration/staging tree
5,CPP,opencv,69404,55366,C++,https://github.com/opencv/opencv,opencv,2379,2023-06-13T08:43:47Z,Open Source Computer Vision Library
6,CPP,swift,63211,10118,C++,https://github.com/apple/swift,apple,5808,2023-06-13T08:26:37Z,The Swift Programming Language
7,CPP,godot,61935,11884,C++,https://github.com/godotengine/godot,godotengine,7953,2023-06-13T08:57:25Z,Godot Engine – Multi-platform 2D and 3D game engine
8,CPP,protobuf,59709,15047,C++,https://github.com/protocolbuffers/protobuf,protocolbuffers,693,2023-06-13T04:27:59Z,Protocol Buffers - Google's data interchange format
9,CPP,tesseract,51496,8612,C++,https://github.com/tesseract-ocr/tesseract,tesseract-ocr,378,2023-05-24T19:21:27Z,Tesseract Open Source OCR Engine (main repository)
10,CPP,imgui,48112,8523,C++,https://github.com/ocornut/imgui,ocornut,718,2023-06-12T13:34:10Z,Dear ImGui: Bloat-free Graphical User interface for C++ with minimal dependencies
11,CPP,gpt4all,46202,4916,C++,https://github.com/nomic-ai/gpt4all,nomic-ai,351,2023-06-13T07:53:27Z,"gpt4all: an ecosystem of open-source chatbots trained on a massive collections of clean assistant data including code, stories and dialogue"
12,CPP,x64dbg,40913,2161,C++,https://github.com/x64dbg/x64dbg,x64dbg,538,2023-06-11T04:20:26Z,An open-source user mode debugger for Windows. Optimized for reverse engineering and malware analysis.
13,CPP,grpc,38157,10062,C++,https://github.com/grpc/grpc,grpc,602,2023-06-13T04:26:22Z,"The C based gRPC (C++, Python, Ruby, Objective-C, PHP, C#)"
14,CPP,Magisk,35591,9422,C++,https://github.com/topjohnwu/Magisk,topjohnwu,14,2023-06-13T08:19:07Z,The Magic Mask for Android
15,CPP,json,35215,6063,C++,https://github.com/nlohmann/json,nlohmann,62,2023-06-11T16:22:54Z,JSON for Modern C++
16,CPP,caffe,33410,18995,C++,https://github.com/BVLC/caffe,BVLC,894,2023-03-22T00:02:19Z,Caffe: a fast open framework for deep learning.
17,CPP,leveldb,32846,7321,C++,https://github.com/google/leveldb,google,194,2023-05-25T17:05:56Z,LevelDB is a fast key-value storage library written at Google that provides an ordered mapping from string keys to string values.
18,CPP,CPlusPlusThings,30882,7384,C++,https://github.com/Light-City/CPlusPlusThings,Light-City,2,2023-05-09T08:07:28Z,C++那些事
19,CPP,carbon-lang,30586,1381,C++,https://github.com/carbon-language/carbon-lang,carbon-language,130,2023-06-13T04:48:19Z,"Carbon Language's main repository: documents, design, implementation, and related tools. (NOTE: Carbon Language is experimental; see README)"
20,CPP,aria2,30571,3276,C++,https://github.com/aria2/aria2,aria2,962,2023-05-23T18:21:44Z,"aria2 is a lightweight multi-protocol & multi-source, cross platform download utility operated in command-line. It supports HTTP/HTTPS, FTP, SFTP, BitTorrent and Metalink."
21,CPP,serenity,24976,2681,C++,https://github.com/SerenityOS/serenity,SerenityOS,613,2023-06-13T04:15:10Z,The Serenity Operating System 🐞
22,CPP,cmder,24833,2029,C++,https://github.com/cmderdev/cmder,cmderdev,33,2023-06-09T13:43:14Z,Lovely console emulator package for Windows
23,CPP,C-Plus-Plus,24656,6320,C++,https://github.com/TheAlgorithms/C-Plus-Plus,TheAlgorithms,10,2023-06-12T16:44:23Z,"Collection of various algorithms in mathematics, machine learning, computer science and physics implemented in C++ for educational purposes."
24,CPP,xgboost,24244,8605,C++,https://github.com/dmlc/xgboost,dmlc,317,2023-06-12T21:20:39Z,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library,  for Python, R, Java, Scala, C++ and more. Runs on single machine, Hadoop, Spark, Dask, Flink and DataFlow"
25,CPP,mongo,23883,5537,C++,https://github.com/mongodb/mongo,mongodb,0,2023-06-13T04:57:47Z,The MongoDB Database
26,CPP,taichi,23266,2188,C++,https://github.com/taichi-dev/taichi,taichi-dev,670,2023-06-13T08:51:27Z,Productive & portable high-performance programming in Python.
27,CPP,apollo,22873,9238,C++,https://github.com/ApolloAuto/apollo,ApolloAuto,523,2023-06-05T12:24:35Z,An open autonomous driving platform
28,CPP,faiss,22498,3002,C++,https://github.com/facebookresearch/faiss,facebookresearch,298,2023-06-13T04:11:52Z,A library for efficient similarity search and clustering of dense vectors.
29,CPP,envoy,22181,4276,C++,https://github.com/envoyproxy/envoy,envoyproxy,1370,2023-06-13T08:53:00Z,Cloud-native high-performance edge/middle/service proxy
30,CPP,mediapipe,22126,4603,C++,https://github.com/google/mediapipe,google,199,2023-06-13T08:53:17Z,"Cross-platform, customizable ML solutions for live and streaming media."
31,CPP,tdesktop,21990,4523,C++,https://github.com/telegramdesktop/tdesktop,telegramdesktop,790,2023-06-13T08:19:22Z,Telegram Desktop messaging app
32,CPP,srs,21849,4993,C++,https://github.com/ossrs/srs,ossrs,188,2023-06-13T02:24:40Z,"SRS is a simple, high-efficiency, real-time video server supporting RTMP, WebRTC, HLS, HTTP-FLV, SRT, MPEG-DASH, and GB28181."
33,CPP,aseprite,21712,2118,C++,https://github.com/aseprite/aseprite,aseprite,1371,2023-06-12T16:23:26Z,"Animated sprite editor & pixel art tool (Windows, macOS, Linux)"
34,CPP,fish-shell,21666,1713,C++,https://github.com/fish-shell/fish-shell,fish-shell,451,2023-06-12T15:23:05Z,The user-friendly command line shell.
35,CPP,flameshot,21087,1336,C++,https://github.com/flameshot-org/flameshot,flameshot-org,424,2023-06-02T11:07:46Z,Powerful yet simple to use screenshot software :desktop_computer: :camera_flash:
36,CPP,modern-cpp-tutorial,21021,2779,C++,https://github.com/changkun/modern-cpp-tutorial,changkun,5,2023-05-07T07:19:09Z,📚 Modern C++ Tutorial: C++11/14/17/20 On the Fly | https://changkun.de/modern-cpp/
37,CPP,qBittorrent,20683,3408,C++,https://github.com/qbittorrent/qBittorrent,qbittorrent,2825,2023-06-13T08:38:48Z,qBittorrent BitTorrent client
38,CPP,flatbuffers,20593,3110,C++,https://github.com/google/flatbuffers,google,118,2023-06-12T16:23:46Z,FlatBuffers: Memory Efficient Serialization Library
39,CPP,Proton,20491,918,C++,https://github.com/ValveSoftware/Proton,ValveSoftware,3810,2023-06-12T20:56:08Z,Compatibility tool for Steam Play based on Wine and additional components
40,CPP,mxnet,20433,6874,C++,https://github.com/apache/mxnet,apache,1795,2023-06-06T07:22:23Z,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler; for Python, R, Julia, Scala, Go, Javascript and more"
41,CPP,Karabiner-Elements,16577,823,C++,https://github.com/pqrs-org/Karabiner-Elements,pqrs-org,847,2023-06-07T00:16:53Z,Karabiner-Elements is a powerful utility for keyboard customization on macOS Sierra (10.12) or later.
42,CPP,yoga,16227,1384,C++,https://github.com/facebook/yoga,facebook,126,2023-06-12T23:04:16Z,Yoga is a cross-platform layout engine which implements Flexbox. Follow https://twitter.com/yogalayout for updates.
43,CPP,xbmc,15890,6164,C++,https://github.com/xbmc/xbmc,xbmc,614,2023-06-13T07:06:28Z,"Kodi is an award-winning free and open source home theater/media center software and entertainment hub for digital media. With its beautiful interface and powerful skinning engine, it's available for Android, BSD, Linux, macOS, iOS, tvOS and Windows."
44,CPP,react-native-windows,15461,1130,C++,https://github.com/microsoft/react-native-windows,microsoft,768,2023-06-13T06:07:17Z,A framework for building native Windows apps with React.
45,CPP,AirSim,14602,4163,C++,https://github.com/microsoft/AirSim,microsoft,591,2023-04-21T17:37:28Z,"Open source simulator for autonomous vehicles built on Unreal Engine / Unity, from Microsoft AI & Research"
46,CPP,FreeCAD,14243,3257,C++,https://github.com/FreeCAD/FreeCAD,FreeCAD,880,2023-06-13T06:25:23Z,"This is the official source code of FreeCAD, a free and opensource multiplatform 3D parametric modeler."
47,CPP,incubator-weex,13848,1848,C++,https://github.com/apache/incubator-weex,apache,232,2021-05-31T09:47:25Z,Apache Weex (Incubating)
48,CPP,BackgroundMusic,13676,633,C++,https://github.com/kyleneideck/BackgroundMusic,kyleneideck,431,2022-11-27T05:01:20Z,"Background Music, a macOS audio utility: automatically pause your music, set individual apps' volumes and record system audio."
49,CPP,USTC-Course,13610,3464,C++,https://github.com/USTC-Resource/USTC-Course,USTC-Resource,0,2022-07-04T13:12:06Z,:heart:中国科学技术大学课程资源
50,CPP,Sourcetrail,13476,1209,C++,https://github.com/CoatiSoftware/Sourcetrail,CoatiSoftware,356,2021-12-13T18:24:17Z,Sourcetrail - free and open-source interactive source explorer
51,CPP,bgfx,13082,1805,C++,https://github.com/bkaradzic/bgfx,bkaradzic,275,2023-06-13T03:10:12Z,"Cross-platform, graphics API agnostic, ""Bring Your Own Engine/Framework"" style rendering library."
52,CPP,arangodb,12991,818,C++,https://github.com/arangodb/arangodb,arangodb,693,2023-06-13T08:25:58Z,"🥑 ArangoDB is a native multi-model database with flexible data models for documents, graphs, and key-values. Build high performance applications using a convenient SQL-like query language or JavaScript extensions."
53,CPP,codon,12816,462,C++,https://github.com/exaloop/codon,exaloop,144,2023-06-11T05:30:24Z,"A high-performance, zero-overhead, extensible Python compiler using LLVM"
54,CPP,polybar,12602,610,C++,https://github.com/polybar/polybar,polybar,135,2023-06-10T04:51:03Z,A fast and easy-to-use status bar
55,CPP,Atmosphere,12031,1085,C++,https://github.com/Atmosphere-NX/Atmosphere,Atmosphere-NX,28,2023-06-07T02:32:24Z,Atmosphère is a work-in-progress customized firmware for the Nintendo Switch.
56,CPP,dlib,12028,3219,C++,https://github.com/davisking/dlib,davisking,32,2023-06-12T00:21:05Z,A toolkit for making real world machine learning and data analysis applications in C++
57,CPP,ceph,12005,5413,C++,https://github.com/ceph/ceph,ceph,0,2023-06-13T08:40:58Z,"Ceph is a distributed object, block, and file storage platform "
58,CPP,btop,11746,389,C++,https://github.com/aristocratos/btop,aristocratos,154,2023-06-08T18:24:21Z,A monitor of resources
59,CPP,WLED,11734,2363,C++,https://github.com/Aircoookie/WLED,Aircoookie,261,2023-06-13T00:10:23Z,Control WS2812B and many more types of digital RGB LEDs with an ESP8266 or ESP32 over WiFi!
60,CPP,mosh,11648,719,C++,https://github.com/mobile-shell/mosh,mobile-shell,143,2023-05-19T20:18:12Z,Mobile Shell
61,CPP,leetcode,16991,4874,C++,https://github.com/haoel/leetcode,haoel,22,2023-06-10T09:37:28Z,LeetCode Problems' Solutions 
62,CPP,simdjson,16984,916,C++,https://github.com/simdjson/simdjson,simdjson,122,2023-06-07T13:57:29Z,Parsing gigabytes of JSON per second 
63,CPP,mars,16798,3582,C++,https://github.com/Tencent/mars,Tencent,392,2023-06-13T09:00:21Z,Mars is a cross-platform network component  developed by WeChat.
64,CPP,CnC_Remastered_Collection,16570,4334,C++,https://github.com/electronicarts/CnC_Remastered_Collection,electronicarts,74,2022-12-08T11:20:03Z,
65,CPP,keepassxc,16171,1232,C++,https://github.com/keepassxreboot/keepassxc,keepassxreboot,621,2023-06-11T14:23:53Z,KeePassXC is a cross-platform community-driven port of the Windows application “Keepass Password Safe”.
66,CPP,MMKV,15892,1757,C++,https://github.com/Tencent/MMKV,Tencent,5,2023-05-30T08:38:45Z,"An efficient, small mobile key-value storage framework developed by WeChat. Works on Android, iOS, macOS, Windows, and POSIX."
67,CPP,xbmc,15890,6164,C++,https://github.com/xbmc/xbmc,xbmc,614,2023-06-13T07:06:28Z,"Kodi is an award-winning free and open source home theater/media center software and entertainment hub for digital media. With its beautiful interface and powerful skinning engine, it's available for Android, BSD, Linux, macOS, iOS, tvOS and Windows."
68,CPP,filament,15886,1662,C++,https://github.com/google/filament,google,93,2023-06-13T06:34:33Z,"Filament is a real-time physically based rendering engine for Android, iOS, Windows, Linux, macOS, and WebGL2"
69,CPP,3d-game-shaders-for-beginners,15574,1240,C++,https://github.com/lettier/3d-game-shaders-for-beginners,lettier,17,2023-05-11T03:29:46Z,"🎮 A step-by-step guide to implementing SSAO, depth of field, lighting, normal mapping, and more for your 3D game."
70,CPP,Arduino,15085,13388,C++,https://github.com/esp8266/Arduino,esp8266,274,2023-06-11T18:11:38Z,ESP8266 core for Arduino
71,CPP,libphonenumber,15080,1971,C++,https://github.com/google/libphonenumber,google,0,2023-06-12T04:22:30Z,"Google's common Java, C++ and JavaScript library for parsing, formatting, and validating international phone numbers."
72,CPP,LightGBM,15052,3732,C++,https://github.com/microsoft/LightGBM,microsoft,261,2023-06-13T03:58:43Z,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision tree algorithms, used for ranking, classification and many other machine learning tasks."
73,CPP,brpc,14980,3717,C++,https://github.com/apache/brpc,apache,260,2023-06-13T06:13:07Z,"brpc is an Industrial-grade RPC framework using C++ Language, which is often used in high performance system such as Search, Storage, Machine learning, Advertisement, Recommendation etc. ""brpc"" means ""better RPC""."
74,CPP,Marlin,14925,18353,C++,https://github.com/MarlinFirmware/Marlin,MarlinFirmware,649,2023-06-13T08:42:58Z,Marlin is an optimized firmware for RepRap 3D printers based on the Arduino platform. Many commercial 3D printers come with Marlin installed. Check with your vendor if you need source code for your specific machine.
75,CPP,dogecoin,14290,2692,C++,https://github.com/dogecoin/dogecoin,dogecoin,149,2023-06-04T03:03:18Z,very currency
76,CPP,incubator-weex,13848,1848,C++,https://github.com/apache/incubator-weex,apache,232,2021-05-31T09:47:25Z,Apache Weex (Incubating)
77,CPP,BackgroundMusic,13676,633,C++,https://github.com/kyleneideck/BackgroundMusic,kyleneideck,431,2022-11-27T05:01:20Z,"Background Music, a macOS audio utility: automatically pause your music, set individual apps' volumes and record system audio."
