rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
41,CSharp,FluentValidation,8279,1142,C#,https://github.com/FluentValidation/FluentValidation,FluentValidation,4,2023-07-04T17:38:09Z,A popular .NET validation library for building strongly-typed validation rules.
42,CSharp,nopCommerce,8263,4749,C#,https://github.com/nopSolutions/nopCommerce,nopSolutions,62,2023-07-26T07:58:31Z,ASP.NET Core eCommerce software. nopCommerce is a free and open-source shopping cart.
43,CSharp,WeiXinMPSDK,7919,4318,C#,https://github.com/JeffreySu/WeiXinMPSDK,JeffreySu,192,2023-07-16T15:33:25Z,微信全平台 SDK Senparc.Weixin for C#，支持 .NET Framework 及 .NET Core、.NET 6.0、.NET 7.0。已支持微信公众号、小程序、小游戏、微信支付、企业微信/企业号、开放平台、JSSDK、微信周边等全平台。 WeChat SDK for C#.
44,CSharp,Humanizer,7844,906,C#,https://github.com/Humanizr/Humanizer,Humanizr,208,2023-07-07T13:11:03Z,"Humanizer meets all your .NET needs for manipulating and displaying strings, enums, dates, times, timespans, numbers and quantities"
45,CSharp,Radarr,7818,849,C#,https://github.com/Radarr/Radarr,Radarr,354,2023-07-26T08:37:28Z,A fork of Sonarr to work with movies à la Couchpotato.
46,CSharp,uno,7816,648,C#,https://github.com/unoplatform/uno,unoplatform,1338,2023-07-26T08:38:57Z,"Build Mobile, Desktop and WebAssembly apps with C# and XAML. Today. Open source and professionally supported."
47,CSharp,Ocelot,7727,1571,C#,https://github.com/ThreeMammals/Ocelot,ThreeMammals,519,2023-07-24T17:58:56Z,dotnet 7.0 API Gateway
48,CSharp,Notepads,7724,436,C#,https://github.com/0x7c13/Notepads,0x7c13,291,2023-07-17T10:41:43Z,"A modern, lightweight text editor with a minimalist design."
49,CSharp,Lean,7659,2885,C#,https://github.com/QuantConnect/Lean,QuantConnect,201,2023-07-25T17:51:22Z,"Lean Algorithmic Trading Engine by QuantConnect (Python, C#)"
50,CSharp,LiteDB,7612,1151,C#,https://github.com/mbdavid/LiteDB,mbdavid,585,2023-07-21T12:52:54Z,LiteDB - A .NET NoSQL Document Store in a single data file
51,CSharp,EarTrumpet,7601,475,C#,https://github.com/File-New-Project/EarTrumpet,File-New-Project,40,2023-07-07T21:00:16Z,EarTrumpet - Volume Control for Windows
52,CSharp,ReactiveUI,7583,1128,C#,https://github.com/reactiveui/ReactiveUI,reactiveui,73,2023-07-16T00:11:58Z,"An advanced, composable, functional reactive model-view-viewmodel framework for all .NET platforms that is inspired by functional reactive programming. ReactiveUI allows you to  abstract mutable state away from your user interfaces, express the idea around a feature in one readable place and improve the testability of your application."
53,CSharp,PDFPatcher,7553,1149,C#,https://github.com/wmjordan/PDFPatcher,wmjordan,49,2023-07-19T09:09:33Z,PDF补丁丁——PDF工具箱，可以编辑书签、剪裁旋转页面、解除限制、提取或合并文档，探查文档结构，提取图片、转成图片等等
54,CSharp,Bogus,7466,433,C#,https://github.com/bchavez/Bogus,bchavez,36,2023-07-13T12:05:50Z,":card_index: A simple fake data generator for C#, F#, and VB.NET. Based on and ported from the famed faker.js."
55,CSharp,ailab,7457,1386,C#,https://github.com/microsoft/ailab,microsoft,28,2023-07-07T21:33:45Z,"Experience, Learn and Code the latest breakthrough innovations with Microsoft AI"
56,CSharp,blockchain,7448,2700,C#,https://github.com/dvf/blockchain,dvf,70,2023-01-04T17:21:04Z,A simple Blockchain in Python
57,CSharp,ET,7322,2678,C#,https://github.com/egametang/ET,egametang,57,2023-07-25T08:30:57Z,Unity3D Client And C# Server Framework
58,CSharp,Bulk-Crap-Uninstaller,7239,411,C#,https://github.com/Klocman/Bulk-Crap-Uninstaller,Klocman,53,2023-07-21T09:54:26Z,Remove large amounts of unwanted applications quickly.
59,CSharp,Nancy,7181,1504,C#,https://github.com/NancyFx/Nancy,NancyFx,196,2021-01-24T13:28:09Z,"Lightweight, low-ceremony, framework for building HTTP based services on .Net and Mono"
60,CSharp,Quasar,7054,2231,C#,https://github.com/quasar/Quasar,quasar,135,2023-07-24T00:04:53Z,Remote Administration Tool for Windows
61,CSharp,Bulk-Crap-Uninstaller,7239,411,C#,https://github.com/Klocman/Bulk-Crap-Uninstaller,Klocman,53,2023-07-21T09:54:26Z,Remove large amounts of unwanted applications quickly.
62,CSharp,Nancy,7181,1504,C#,https://github.com/NancyFx/Nancy,NancyFx,196,2021-01-24T13:28:09Z,"Lightweight, low-ceremony, framework for building HTTP based services on .Net and Mono"
63,CSharp,gitextensions,7062,2056,C#,https://github.com/gitextensions/gitextensions,gitextensions,630,2023-07-25T00:39:18Z,Git Extensions is a standalone UI tool for managing git repositories. It also integrates with Windows Explorer and Microsoft Visual Studio (2015/2017/2019).
64,CSharp,optimizer,7052,583,C#,https://github.com/hellzerg/optimizer,hellzerg,2,2023-07-22T14:07:21Z,The finest Windows Optimizer
65,CSharp,QuestPDF,6995,392,C#,https://github.com/QuestPDF/QuestPDF,QuestPDF,149,2023-07-20T17:06:46Z,"QuestPDF is a modern open-source .NET library for PDF document generation. Offering comprehensive layout engine powered by concise and discoverable C# Fluent API. Easily generate PDF reports, invoices, exports, etc."
66,CSharp,Electron.NET,6845,699,C#,https://github.com/ElectronNET/Electron.NET,ElectronNET,48,2023-07-14T11:27:37Z,":electron: Build cross platform desktop apps with ASP.NET Core (Razor Pages, MVC, Blazor)."
67,CSharp,reverse-proxy,6781,679,C#,https://github.com/microsoft/reverse-proxy,microsoft,140,2023-07-24T17:21:47Z,A toolkit for developing high-performance HTTP reverse proxy applications.
68,CSharp,Dependencies,6704,584,C#,https://github.com/lucasg/Dependencies,lucasg,85,2023-05-05T16:57:27Z,"A rewrite of the old legacy software ""depends.exe"" in C# for Windows devs to troubleshoot dll load dependencies issues."
69,CSharp,OrchardCore,6672,2188,C#,https://github.com/OrchardCMS/OrchardCore,OrchardCMS,1242,2023-07-25T21:22:53Z,"Orchard Core is an open-source modular and multi-tenant application framework built with ASP.NET Core, and a content management system (CMS) built on top of that framework."
70,CSharp,ImageSharp,6644,805,C#,https://github.com/SixLabors/ImageSharp,SixLabors,46,2023-07-24T12:54:41Z,":camera: A modern, cross-platform, 2D Graphics library for .NET"
71,CSharp,AspNetCoreDiagnosticScenarios,6641,642,C#,https://github.com/davidfowl/AspNetCoreDiagnosticScenarios,davidfowl,23,2023-07-25T06:13:55Z,This repository has examples of broken patterns in ASP.NET Core applications
72,CSharp,ShadowsocksR-Windows,6602,1122,C#,https://github.com/HMBSbige/ShadowsocksR-Windows,HMBSbige,0,2023-07-18T10:49:51Z,Ship of Theseus
73,CSharp,UniRx,6567,851,C#,https://github.com/neuecc/UniRx,neuecc,190,2023-03-25T02:05:13Z,Reactive Extensions for Unity
74,CSharp,EverythingToolbar,6521,324,C#,https://github.com/srwi/EverythingToolbar,srwi,39,2023-07-23T15:47:59Z,Everything integration for the Windows taskbar.
75,CSharp,de4dot,6422,2597,C#,https://github.com/de4dot/de4dot,de4dot,0,2020-08-29T08:14:56Z,.NET deobfuscator and unpacker.
76,CSharp,serilog,6410,754,C#,https://github.com/serilog/serilog,serilog,18,2023-07-10T04:04:11Z,Simple .NET logging with fully-structured events
77,CSharp,imewlconverter,6299,594,C#,https://github.com/studyzy/imewlconverter,studyzy,76,2023-07-01T01:50:47Z,”深蓝词库转换“ 一款开源免费的输入法词库转换程序
78,CSharp,clean-code-dotnet,6251,979,C#,https://github.com/thangchung/clean-code-dotnet,thangchung,16,2023-06-06T01:32:09Z,:bathtub:  Clean Code concepts and tools adapted for .NET 
79,CSharp,reactive,6090,703,C#,https://github.com/dotnet/reactive,dotnet,105,2023-07-25T07:38:06Z,The Reactive Extensions for .NET
80,CSharp,EquinoxProject,6025,1544,C#,https://github.com/EduardoPires/EquinoxProject,EduardoPires,8,2023-05-04T07:09:02Z,"Full ASP.NET Core 6 application with DDD, CQRS and Event Sourcing concepts"
81,CSharp,Blog.Core,4434,1282,C#,https://github.com/anjoy8/Blog.Core,anjoy8,5,2023-07-21T12:23:52Z,💖 ASP.NET Core 6.0/7.0 全家桶教程，前后端分离后端接口，vue教程姊妹篇，官方文档：
82,CSharp,SteamAchievementManager,4295,656,C#,https://github.com/gibbed/SteamAchievementManager,gibbed,157,2023-03-27T11:28:45Z,A manager for game achievements in Steam.
83,CSharp,Masuit.Tools,4266,986,C#,https://github.com/ldqk/Masuit.Tools,ldqk,2,2023-07-23T09:02:51Z,新手友好的C#万能工具库，码数吐司库，包含一些常用的操作类，大都是静态类，加密解密，反射操作，权重随机筛选算法，分布式短id，表达式树，linq扩展，文件压缩，多线程下载和FTP客户端，硬件信息，字符串扩展方法，日期时间扩展操作，中国农历，大文件拷贝，图像裁剪，验证码，断点续传，集合扩展、Excel导出等常用封装。诸多功能集一身，代码量不到2MB！
84,CSharp,CsvHelper,4210,1006,C#,https://github.com/JoshClose/CsvHelper,JoshClose,260,2023-07-17T09:44:27Z,Library to help reading and writing CSV files
85,CSharp,OptiKey,4179,518,C#,https://github.com/OptiKey/OptiKey,OptiKey,99,2023-07-25T12:50:18Z,OptiKey - Full computer control and speech with your eyes
86,CSharp,MisakaTranslator,3991,396,C#,https://github.com/hanmin0822/MisakaTranslator,hanmin0822,60,2023-06-16T10:58:47Z,御坂翻译器—Galgame/文字游戏/漫画多语种实时机翻工具
87,CSharp,runner,3914,1112,C#,https://github.com/actions/runner,actions,332,2023-07-25T15:23:44Z,The Runner for GitHub Actions :rocket:
88,CSharp,VisualStudioUninstaller,3872,590,C#,https://github.com/microsoft/VisualStudioUninstaller,microsoft,42,2019-02-20T17:33:25Z,Visual Studio Uninstallation sometimes can be unreliable and often leave out a lot of unwanted artifacts. Visual Studio Uninstaller is designed to thoroughly and reliably remove these unwanted artifacts.
89,CSharp,pythonnet,3869,647,C#,https://github.com/pythonnet/pythonnet,pythonnet,109,2023-07-21T06:47:25Z,Python for .NET is a package that gives Python programmers nearly seamless integration with the .NET Common Language Runtime (CLR) and provides a powerful application scripting tool for .NET developers.
90,CSharp,ModernWpf,3787,409,C#,https://github.com/Kinnara/ModernWpf,Kinnara,218,2023-07-14T10:09:09Z,Modern styles and controls for your WPF applications
91,CSharp,WinDynamicDesktop,3784,275,C#,https://github.com/t1m0thyj/WinDynamicDesktop,t1m0thyj,27,2023-07-09T03:17:02Z,Port of macOS Mojave Dynamic Desktop feature to Windows 10
92,CSharp,MvvmCross,3778,1309,C#,https://github.com/MvvmCross/MvvmCross,MvvmCross,197,2023-07-26T08:15:14Z,"The .NET MVVM framework for cross-platform solutions, including Xamarin.iOS, Xamarin.Android, Windows and Mac."
93,CSharp,clean-architecture-manga,3707,648,C#,https://github.com/ivanpaulovich/clean-architecture-manga,ivanpaulovich,18,2023-06-26T10:03:00Z," :cyclone: Clean Architecture with .NET6, C#10 and React+Redux. Use cases as central organizing structure, completely testable, decoupled from frameworks"
94,CSharp,Covenant,3690,722,C#,https://github.com/cobbr/Covenant,cobbr,63,2023-02-21T23:55:48Z,Covenant is a collaborative .NET C2 framework for red teamers.
95,CSharp,ToastFish,3680,335,C#,https://github.com/Uahh/ToastFish,Uahh,56,2023-03-01T01:50:26Z,一个利用摸鱼时间背单词的软件。
96,CSharp,PostProcessing,3659,749,C#,https://github.com/Unity-Technologies/PostProcessing,Unity-Technologies,0,2022-10-26T14:28:32Z,Post Processing Stack
97,CSharp,Unity-Design-Pattern,3634,929,C#,https://github.com/QianMo/Unity-Design-Pattern,QianMo,1,2020-02-06T05:00:57Z,:tea:  All Gang of Four Design Patterns written in Unity C# with many examples. And some Game Programming Patterns  written in Unity C#. | 各种设计模式的Unity3D C#版本实现
98,CSharp,cake,3625,726,C#,https://github.com/cake-build/cake,cake-build,239,2023-07-19T00:52:31Z,:cake: Cake (C# Make) is a cross platform build automation system.
99,CSharp,SuperSocket,3609,1103,C#,https://github.com/kerryjiang/SuperSocket,kerryjiang,181,2023-07-05T06:30:26Z,"SuperSocket is a light weight, cross platform and extensible socket server application framework."
100,CSharp,ScottPlot,3593,585,C#,https://github.com/ScottPlot/ScottPlot,ScottPlot,24,2023-07-26T02:34:05Z,Interactive plotting library for .NET
1,CPP,bitcoin,70527,35442,C++,https://github.com/bitcoin/bitcoin,bitcoin,353,2023-07-26T08:58:37Z,Bitcoin Core integration/staging tree
2,CPP,swift,63599,10227,C++,https://github.com/apple/swift,apple,5883,2023-07-26T04:42:19Z,The Swift Programming Language
3,CPP,tesseract,52310,8693,C++,https://github.com/tesseract-ocr/tesseract,tesseract-ocr,380,2023-07-24T17:53:33Z,Tesseract Open Source OCR Engine (main repository)
4,CPP,gpt4all,49789,5447,C++,https://github.com/nomic-ai/gpt4all,nomic-ai,459,2023-07-26T07:51:54Z,"gpt4all: an ecosystem of open-source chatbots trained on a massive collections of clean assistant data including code, stories and dialogue"
5,CPP,Magisk,36397,9624,C++,https://github.com/topjohnwu/Magisk,topjohnwu,14,2023-07-25T21:05:07Z,The Magic Mask for Android
6,CPP,json,35763,6162,C++,https://github.com/nlohmann/json,nlohmann,68,2023-07-25T20:49:21Z,JSON for Modern C++
7,CPP,caffe,33481,18987,C++,https://github.com/BVLC/caffe,BVLC,895,2023-03-22T00:02:19Z,Caffe: a fast open framework for deep learning.
8,CPP,carbon-lang,30869,1404,C++,https://github.com/carbon-language/carbon-lang,carbon-language,129,2023-07-26T03:55:41Z,"Carbon Language's main repository: documents, design, implementation, and related tools. (NOTE: Carbon Language is experimental; see README)"
9,CPP,googletest,30321,9701,C++,https://github.com/google/googletest,google,247,2023-07-25T23:00:34Z,GoogleTest - Google Testing and Mocking Framework
10,CPP,yuzu,30003,2603,C++,https://github.com/yuzu-emu/yuzu,yuzu-emu,1290,2023-07-26T08:04:30Z,Nintendo Switch emulator
11,CPP,ImHex,29319,1417,C++,https://github.com/WerWolv/ImHex,WerWolv,138,2023-07-25T22:23:22Z,"🔍 A Hex Editor for Reverse Engineers, Programmers and people who value their retinas when working at 3 AM."
12,CPP,phantomjs,29302,5844,C++,https://github.com/ariya/phantomjs,ariya,14,2022-11-26T19:43:12Z,Scriptable Headless Browser
13,CPP,cmder,24919,2050,C++,https://github.com/cmderdev/cmder,cmderdev,32,2023-07-25T13:48:38Z,Lovely console emulator package for Windows
14,CPP,xgboost,24404,8622,C++,https://github.com/dmlc/xgboost,dmlc,326,2023-07-26T08:55:32Z,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library,  for Python, R, Java, Scala, C++ and more. Runs on single machine, Hadoop, Spark, Dask, Flink and DataFlow"
15,CPP,DeepSpeech,22650,3798,C++,https://github.com/mozilla/DeepSpeech,mozilla,113,2023-07-20T13:12:55Z,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices ranging from a Raspberry Pi 4 to high power GPU servers."
16,CPP,envoy,22435,4358,C++,https://github.com/envoyproxy/envoy,envoyproxy,1364,2023-07-26T08:49:13Z,Cloud-native high-performance edge/middle/service proxy
17,CPP,tdesktop,22242,4584,C++,https://github.com/telegramdesktop/tdesktop,telegramdesktop,809,2023-07-26T08:37:39Z,Telegram Desktop messaging app
18,CPP,srs,22209,5051,C++,https://github.com/ossrs/srs,ossrs,122,2023-07-26T04:29:07Z,"SRS is a simple, high-efficiency, real-time video server supporting RTMP, WebRTC, HLS, HTTP-FLV, SRT, MPEG-DASH, and GB28181."
19,CPP,aseprite,22155,2267,C++,https://github.com/aseprite/aseprite,aseprite,1381,2023-07-25T16:15:12Z,"Animated sprite editor & pixel art tool (Windows, macOS, Linux)"
20,CPP,fish-shell,21836,1726,C++,https://github.com/fish-shell/fish-shell,fish-shell,443,2023-07-26T07:20:49Z,The user-friendly command line shell.
21,CPP,TrafficMonitor,28173,2842,C++,https://github.com/zhongyang219/TrafficMonitor,zhongyang219,871,2023-07-18T01:23:42Z,这是一个用于显示当前网速、CPU及内存利用率的桌面悬浮窗软件，并支持任务栏显示，支持更换皮肤。
22,CPP,calculator,27429,4986,C++,https://github.com/microsoft/calculator,microsoft,280,2023-07-26T05:36:57Z,Windows Calculator: A simple yet powerful calculator that ships with Windows
23,CPP,rocksdb,25690,5843,C++,https://github.com/facebook/rocksdb,facebook,546,2023-07-26T04:45:16Z,"A library that provides an embeddable, persistent key-value store for fast storage."
24,CPP,serenity,25559,2790,C++,https://github.com/SerenityOS/serenity,SerenityOS,622,2023-07-26T06:44:50Z,The Serenity Operating System 🐞
25,CPP,C-Plus-Plus,24987,6382,C++,https://github.com/TheAlgorithms/C-Plus-Plus,TheAlgorithms,10,2023-07-26T02:25:41Z,"Collection of various algorithms in mathematics, machine learning, computer science and physics implemented in C++ for educational purposes."
26,CPP,cmder,24919,2050,C++,https://github.com/cmderdev/cmder,cmderdev,32,2023-07-25T13:48:38Z,Lovely console emulator package for Windows
27,CPP,xgboost,24404,8622,C++,https://github.com/dmlc/xgboost,dmlc,326,2023-07-26T08:55:32Z,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library,  for Python, R, Java, Scala, C++ and more. Runs on single machine, Hadoop, Spark, Dask, Flink and DataFlow"
28,CPP,mongo,24121,5577,C++,https://github.com/mongodb/mongo,mongodb,0,2023-07-26T08:57:46Z,The MongoDB Database
29,CPP,faiss,23497,3050,C++,https://github.com/facebookresearch/faiss,facebookresearch,308,2023-07-25T01:13:29Z,A library for efficient similarity search and clustering of dense vectors.
30,CPP,taichi,23489,2207,C++,https://github.com/taichi-dev/taichi,taichi-dev,677,2023-07-26T00:57:13Z,Productive & portable high-performance programming in Python.
31,CPP,mediapipe,22767,4660,C++,https://github.com/google/mediapipe,google,162,2023-07-25T21:22:14Z,"Cross-platform, customizable ML solutions for live and streaming media."
32,CPP,envoy,22435,4358,C++,https://github.com/envoyproxy/envoy,envoyproxy,1364,2023-07-26T08:49:13Z,Cloud-native high-performance edge/middle/service proxy
33,CPP,tdesktop,22242,4584,C++,https://github.com/telegramdesktop/tdesktop,telegramdesktop,809,2023-07-26T08:37:39Z,Telegram Desktop messaging app
34,CPP,srs,22209,5051,C++,https://github.com/ossrs/srs,ossrs,122,2023-07-26T04:29:07Z,"SRS is a simple, high-efficiency, real-time video server supporting RTMP, WebRTC, HLS, HTTP-FLV, SRT, MPEG-DASH, and GB28181."
35,CPP,aseprite,22155,2267,C++,https://github.com/aseprite/aseprite,aseprite,1381,2023-07-25T16:15:12Z,"Animated sprite editor & pixel art tool (Windows, macOS, Linux)"
36,CPP,RedisDesktopManager,22107,3281,C++,https://github.com/RedisInsight/RedisDesktopManager,RedisInsight,46,2023-04-18T08:47:29Z,
37,CPP,fish-shell,21836,1726,C++,https://github.com/fish-shell/fish-shell,fish-shell,443,2023-07-26T07:20:49Z,The user-friendly command line shell.
38,CPP,flameshot,21344,1348,C++,https://github.com/flameshot-org/flameshot,flameshot-org,443,2023-07-24T20:41:54Z,Powerful yet simple to use screenshot software :desktop_computer: :camera_flash:
39,CPP,flatbuffers,20837,3140,C++,https://github.com/google/flatbuffers,google,121,2023-07-22T09:06:33Z,FlatBuffers: Memory Efficient Serialization Library
40,CPP,Proton,20764,936,C++,https://github.com/ValveSoftware/Proton,ValveSoftware,3852,2023-07-26T08:58:14Z,Compatibility tool for Steam Play based on Wine and additional components
41,CPP,mars,16849,3606,C++,https://github.com/Tencent/mars,Tencent,395,2023-07-26T08:11:08Z,Mars is a cross-platform network component  developed by WeChat.
42,CPP,Karabiner-Elements,16764,824,C++,https://github.com/pqrs-org/Karabiner-Elements,pqrs-org,873,2023-07-25T20:10:50Z,Karabiner-Elements is a powerful utility for keyboard customization on macOS Sierra (10.12) or later.
43,CPP,CnC_Remastered_Collection,16611,4347,C++,https://github.com/electronicarts/CnC_Remastered_Collection,electronicarts,75,2022-12-08T11:20:03Z,
44,CPP,keepassxc,16506,1257,C++,https://github.com/keepassxreboot/keepassxc,keepassxreboot,621,2023-07-24T03:35:10Z,KeePassXC is a cross-platform community-driven port of the Windows application “Keepass Password Safe”.
45,CPP,yoga,16331,1392,C++,https://github.com/facebook/yoga,facebook,88,2023-07-25T16:48:50Z,Yoga is a cross-platform layout engine which implements Flexbox. Follow https://twitter.com/yogalayout for updates.
46,CPP,3d-game-shaders-for-beginners,15792,1267,C++,https://github.com/lettier/3d-game-shaders-for-beginners,lettier,17,2023-06-25T21:58:57Z,"🎮 A step-by-step guide to implementing SSAO, depth of field, lighting, normal mapping, and more for your 3D game."
47,CPP,Qv2ray,15654,3208,C++,https://github.com/Qv2ray/Qv2ray,Qv2ray,50,2023-07-11T02:06:48Z,:star: Linux / Windows / macOS 跨平台 V2Ray 客户端 | 支持 VMess / VLESS / SSR / Trojan / Trojan-Go / NaiveProxy / HTTP / HTTPS / SOCKS5 | 使用 C++ / Qt 开发 | 可拓展插件式设计 :star:
48,CPP,uWebSockets,15620,1715,C++,https://github.com/uNetworking/uWebSockets,uNetworking,23,2023-07-25T06:20:54Z,"Simple, secure & standards compliant web server for the most demanding of applications"
49,CPP,libphonenumber,15207,1988,C++,https://github.com/google/libphonenumber,google,0,2023-07-26T06:11:15Z,"Google's common Java, C++ and JavaScript library for parsing, formatting, and validating international phone numbers."
50,CPP,brpc,15074,3725,C++,https://github.com/apache/brpc,apache,278,2023-07-26T07:17:53Z,"brpc is an Industrial-grade RPC framework using C++ Language, which is often used in high performance system such as Search, Storage, Machine learning, Advertisement, Recommendation etc. ""brpc"" means ""better RPC""."
51,CPP,Marlin,15065,18487,C++,https://github.com/MarlinFirmware/Marlin,MarlinFirmware,652,2023-07-26T02:42:22Z,Marlin is an optimized firmware for RepRap 3D printers based on the Arduino platform. Many commercial 3D printers come with Marlin installed. Check with your vendor if you need source code for your specific machine.
52,CPP,dogecoin,14315,2787,C++,https://github.com/dogecoin/dogecoin,dogecoin,146,2023-07-23T03:07:53Z,very currency
53,CPP,typesense,13925,430,C++,https://github.com/typesense/typesense,typesense,341,2023-07-26T08:19:39Z,"Open Source alternative to Algolia + Pinecone and an Easier-to-Use alternative to ElasticSearch ⚡ 🔍 ✨ Fast, typo tolerant, in-memory fuzzy Search Engine for building delightful search experiences"
54,CPP,smartknob,13916,831,C++,https://github.com/scottbez1/smartknob,scottbez1,37,2023-07-18T07:06:40Z,Haptic input knob with software-defined endstops and virtual detents
55,CPP,cutter,13743,1064,C++,https://github.com/rizinorg/cutter,rizinorg,462,2023-07-22T11:15:20Z,Free and Open Source Reverse Engineering Platform powered by rizin
56,CPP,USTC-Course,13698,3486,C++,https://github.com/USTC-Resource/USTC-Course,USTC-Resource,0,2022-07-04T13:12:06Z,:heart:中国科学技术大学课程资源
57,CPP,cosmos,13372,3649,C++,https://github.com/OpenGenus/cosmos,OpenGenus,1019,2023-06-20T16:18:55Z,"World's largest Contributor driven code dataset | Used in Quark Search Engine, @OpenGenus IQ, OpenGenus Visual Project"
58,CPP,muduo,13345,5019,C++,https://github.com/chenshuo/muduo,chenshuo,25,2023-06-02T04:06:33Z,Event-driven network library for multi-threaded Linux server in C++11
59,CPP,pybind11,13215,1887,C++,https://github.com/pybind/pybind11,pybind,462,2023-07-26T04:01:18Z,Seamless operability between C++11 and Python
60,CPP,IoT-For-Beginners,13162,1936,C++,https://github.com/microsoft/IoT-For-Beginners,microsoft,33,2023-07-19T02:15:12Z,"12 Weeks, 24 Lessons, IoT for All!"
61,CPP,arrow,12062,2988,C++,https://github.com/apache/arrow,apache,3498,2023-07-26T08:06:50Z,Apache Arrow is a multi-language toolbox for accelerated data interchange and in-memory processing
62,CPP,TinyWebServer,11957,3160,C++,https://github.com/qinguoyi/TinyWebServer,qinguoyi,52,2023-06-05T15:02:34Z,:fire: Linux下C++轻量级WebServer服务器
63,CPP,WLED,11946,2423,C++,https://github.com/Aircoookie/WLED,Aircoookie,277,2023-07-25T23:35:42Z,Control WS2812B and many more types of digital RGB LEDs with an ESP8266 or ESP32 over WiFi!
64,CPP,watchman,11845,976,C++,https://github.com/facebook/watchman,facebook,156,2023-07-26T02:09:32Z,"Watches files and records, or triggers actions, when they change. "
65,CPP,mosh,11771,728,C++,https://github.com/mobile-shell/mosh,mobile-shell,147,2023-07-14T21:49:55Z,Mobile Shell
66,CPP,annoy,11659,1111,C++,https://github.com/spotify/annoy,spotify,49,2023-07-15T09:42:34Z,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk
67,CPP,eos,11322,3700,C++,https://github.com/EOSIO/eos,EOSIO,305,2022-07-27T00:17:50Z,An open source smart contract platform 
68,CPP,duckdb,11188,1037,C++,https://github.com/duckdb/duckdb,duckdb,573,2023-07-26T08:41:21Z,DuckDB is an in-process SQL OLAP Database Management System
69,CPP,turicreate,11051,1158,C++,https://github.com/apple/turicreate,apple,497,2023-05-27T00:04:03Z,Turi Create simplifies the development of custom machine learning models.
70,CPP,zeal,10563,761,C++,https://github.com/zealdocs/zeal,zealdocs,197,2023-07-16T02:09:49Z,Offline documentation browser inspired by Dash
71,CPP,ZLMediaKit,10235,2695,C++,https://github.com/ZLMediaKit/ZLMediaKit,ZLMediaKit,41,2023-07-26T08:46:00Z,WebRTC/RTSP/RTMP/HTTP/HLS/HTTP-FLV/WebSocket-FLV/HTTP-TS/HTTP-fMP4/WebSocket-TS/WebSocket-fMP4/GB28181/SRT server and client framework based on C++11
72,CPP,sonic-pi,10082,900,C++,https://github.com/sonic-pi-net/sonic-pi,sonic-pi-net,179,2023-07-23T19:26:36Z,Code. Music. Live.
73,CPP,cpp-httplib,9867,1978,C++,https://github.com/yhirose/cpp-httplib,yhirose,15,2023-07-26T06:41:40Z,A C++ header-only HTTP/HTTPS server and client library
74,CPP,Hyprland,9795,351,C++,https://github.com/hyprwm/Hyprland,hyprwm,430,2023-07-25T11:33:09Z,Hyprland is a highly customizable dynamic tiling Wayland compositor that doesn't sacrifice on its looks.
75,CPP,drogon,9553,927,C++,https://github.com/drogonframework/drogon,drogonframework,214,2023-07-26T05:25:12Z,Drogon: A C++14/17/20 based HTTP web application framework running on Linux/macOS/Unix/Windows
76,CPP,synergy-core,9531,3339,C++,https://github.com/symless/synergy-core,symless,283,2023-06-02T08:36:09Z,"Open source core of Synergy, the cross-platform keyboard and mouse sharing tool (Windows, macOS, Linux)"
77,CPP,fprime,9467,1226,C++,https://github.com/nasa/fprime,nasa,161,2023-07-25T17:56:21Z,F' - A flight software and embedded systems framework
78,CPP,hardseed,9294,1884,C++,https://github.com/yangyangwithgnu/hardseed,yangyangwithgnu,33,2018-08-25T17:29:23Z,"SEX IS ZERO (0), so, who wanna be the ONE (1), aha?"
79,CPP,napajs,9253,349,C++,https://github.com/microsoft/napajs,microsoft,60,2022-08-29T14:03:08Z,Napa.js: a multi-threaded JavaScript runtime
80,CPP,Open3D,9195,2019,C++,https://github.com/isl-org/Open3D,isl-org,883,2023-07-25T17:37:33Z,Open3D: A Modern Library for 3D Data Processing
81,CPP,Gource,10435,704,C++,https://github.com/acaudwell/Gource,acaudwell,88,2023-05-17T01:41:48Z,software version control visualization
82,CPP,vnote,10381,1090,C++,https://github.com/vnotex/vnote,vnotex,587,2023-05-08T02:57:42Z,A pleasant note-taking platform.
83,CPP,Waifu2x-Extension-GUI,10364,775,C++,https://github.com/AaronFeng753/Waifu2x-Extension-GUI,AaronFeng753,58,2023-07-21T15:52:52Z,"Video, Image and GIF upscale/enlarge(Super-Resolution) and Video frame interpolation. Achieved with Waifu2x,  Real-ESRGAN, Real-CUGAN, RTX Video Super Resolution VSR, SRMD, RealSR, Anime4K, RIFE, IFRNet, CAIN, DAIN,  and ACNet."
84,CPP,dxvk,10364,679,C++,https://github.com/doitsujin/dxvk,doitsujin,192,2023-07-25T19:36:10Z,"Vulkan-based implementation of D3D9, D3D10 and D3D11 for Linux / Wine"
